0.00897595, 0.00448799, 1457019710.207209990
0.0179517, 0.00897598, 1457019710.216076972
0.0269271, 0.013464, 1457019710.226043015
0.035902, 0.017952, 1457019710.236065068
0.0448761, 0.0224399, 1457019710.246083596
0.0538494, 0.0269279, 1457019710.256086562
0.0628215, 0.0314159, 1457019710.266095163
0.0717924, 0.0359039, 1457019710.276096304
0.0807618, 0.0403919, 1457019710.286083619
0.0897297, 0.0448799, 1457019710.296081941
0.0986957, 0.0493679, 1457019710.306074550
0.10766, 0.0538559, 1457019710.316079705
0.116622, 0.0583439, 1457019710.326177518
0.125581, 0.0628319, 1457019710.336087647
0.134538, 0.0673198, 1457019710.346089421
0.143492, 0.0718078, 1457019710.356075412
0.152444, 0.0762958, 1457019710.370238915
0.161392, 0.0807838, 1457019710.376085638
0.170337, 0.0852718, 1457019710.386090822
0.179279, 0.0897598, 1457019710.396101411
0.188217, 0.0942478, 1457019710.406088094
0.197151, 0.0987358, 1457019710.416091513
0.206081, 0.103224, 1457019710.426088116
0.215007, 0.107712, 1457019710.436089913
0.223929, 0.1122, 1457019710.446088917
0.232846, 0.116688, 1457019710.456092890
0.241759, 0.121176, 1457019710.466088554
0.250666, 0.125664, 1457019710.476088418
0.259569, 0.130152, 1457019710.486088208
0.268467, 0.13464, 1457019710.496087745
0.277359, 0.139128, 1457019710.506078697
0.286245, 0.143616, 1457019710.516089357
0.295126, 0.148104, 1457019710.526087212
0.304, 0.152592, 1457019710.536090677
0.312869, 0.15708, 1457019710.546088057
0.321731, 0.161568, 1457019710.556084096
0.330587, 0.166056, 1457019710.566088542
0.339436, 0.170544, 1457019710.576088859
0.348278, 0.175032, 1457019710.586085626
0.357114, 0.17952, 1457019710.596091782
0.365942, 0.184008, 1457019710.606068150
0.374763, 0.188496, 1457019710.616083108
0.383576, 0.192984, 1457019710.626090217
0.392381, 0.197472, 1457019710.636087003
0.401179, 0.20196, 1457019710.646104409
0.409968, 0.206448, 1457019710.656088286
0.41875, 0.210936, 1457019710.666096625
0.427522, 0.215423, 1457019710.676091374
0.436286, 0.219911, 1457019710.686081488
0.445042, 0.224399, 1457019710.696078274
0.453788, 0.228887, 1457019710.706072788
0.462526, 0.233375, 1457019710.716077859
0.471254, 0.237863, 1457019710.726076408
0.479972, 0.242351, 1457019710.736089852
0.488681, 0.246839, 1457019710.746087185
0.49738, 0.251327, 1457019710.756088430
0.506069, 0.255815, 1457019710.766082941
0.514747, 0.260303, 1457019710.776078377
0.523416, 0.264791, 1457019710.786079306
0.532074, 0.269279, 1457019710.796118803
0.540721, 0.273767, 1457019710.806101312
0.549357, 0.278255, 1457019710.816082544
0.557982, 0.282743, 1457019710.826111315
0.566596, 0.287231, 1457019710.836089931
0.575199, 0.291719, 1457019710.846097969
0.58379, 0.296207, 1457019710.856097185
0.592369, 0.300695, 1457019710.866099007
0.600936, 0.305183, 1457019710.876097633
0.609491, 0.309671, 1457019710.886095379
0.618034, 0.314159, 1457019710.896093932
0.626564, 0.318647, 1457019710.906096228
0.635082, 0.323135, 1457019710.916095357
0.643587, 0.327623, 1457019710.926084331
0.652079, 0.332111, 1457019710.936080438
0.660558, 0.336599, 1457019710.946096393
0.669024, 0.341087, 1457019710.956098251
0.677476, 0.345575, 1457019710.966099246
0.685914, 0.350063, 1457019710.976097797
0.694339, 0.354551, 1457019710.986096519
0.70275, 0.359039, 1457019710.996087862
0.711146, 0.363527, 1457019711.006089335
0.719528, 0.368015, 1457019711.016105386
0.727896, 0.372503, 1457019711.026088753
0.736249, 0.376991, 1457019711.036100874
0.744587, 0.381479, 1457019711.046097761
0.752911, 0.385967, 1457019711.056101241
0.761219, 0.390455, 1457019711.066102433
0.769511, 0.394943, 1457019711.076101766
0.777789, 0.399431, 1457019711.086100691
0.78605, 0.403919, 1457019711.096085646
0.794296, 0.408407, 1457019711.106086304
0.802526, 0.412895, 1457019711.116095634
0.810739, 0.417383, 1457019711.126100502
0.818936, 0.421871, 1457019711.136095685
0.827117, 0.426359, 1457019711.146094425
0.835281, 0.430847, 1457019711.156094589
0.843428, 0.435335, 1457019711.166097763
0.851559, 0.439823, 1457019711.176087600
0.859672, 0.444311, 1457019711.186097208
0.867767, 0.448799, 1457019711.196087058
0.875846, 0.453287, 1457019711.206088100
0.883906, 0.457775, 1457019711.216089209
0.891949, 0.462263, 1457019711.226088764
0.899974, 0.466751, 1457019711.236081865
0.907981, 0.471239, 1457019711.246096926
0.915969, 0.475727, 1457019711.256116387
0.92394, 0.480215, 1457019711.266110095
0.931891, 0.484703, 1457019711.276092420
